company_name,year,Total Climate Incidents,Max Severity Score,GHG-Related Incidents,Pollution-Related Incidents,UNGC Principle 7 Violations,UNGC Principle 8 Violations,UNGC Principle 9 Violations
ET Rover Pipeline LLC (ET Rover),2019,3,1,0,3,3,3,3
ET Rover Pipeline LLC (ET Rover),2020,1,1,0,1,1,1,1
ET Rover Pipeline LLC (ET Rover),2021,1,2,0,1,1,1,1
ET Rover Pipeline LLC (ET Rover),2022,1,2,0,1,1,1,1
ET Technologies Inc,2020,1,1,0,0,1,1,1
ETC Field Services LLC,2019,1,2,0,1,1,1,1
ETC Field Services LLC,2020,1,2,1,1,1,1,1
ETC Northeast Field Services LLC,2021,1,1,0,1,1,1,1
ETC Northeast Pipeline LLC,2020,3,2,0,2,3,3,3
ETC Northeast Pipeline LLC,2022,1,2,0,0,1,1,1
ETC Texas Pipeline Ltd,2017,1,2,0,1,1,1,1
ETC Texas Pipeline Ltd,2019,1,2,0,1,1,1,1
ETC Texas Pipeline Ltd,2020,1,2,1,1,1,1,1
ETC Texas Pipeline Ltd,2021,2,2,0,2,2,2,2
ETC Texas Pipeline Ltd,2022,1,2,1,0,1,1,1
ETC Tiger Pipeline LLC,2022,1,2,1,1,1,1,1
ETF Managers Group LLC (ETFMG),2022,1,1,0,0,1,1,1
ETHEX Corporation,2011,1,2,0,1,1,1,1
ETP Legacy LP (formerly Energy Transfer LP; Energy Transfer Partners LP (Old)),2016,6,1,0,4,6,6,6
ETP Legacy LP (formerly Energy Transfer LP; Energy Transfer Partners LP (Old)),2017,5,1,0,1,5,5,5
ETP Legacy LP (formerly Energy Transfer LP; Energy Transfer Partners LP (Old)),2021,1,2,1,1,1,1,1
ETX Energy LLC (formerly New Gulf Resources LLC),2019,1,2,0,1,1,1,1
EXCO Resources Inc,2010,1,2,0,1,1,1,1
EXCO Resources Inc,2012,2,1,0,2,2,2,2
EXCO Resources Inc,2013,1,2,0,1,1,1,1
EXCO Resources Inc,2015,2,2,1,2,2,2,2
EXCO Resources Inc,2016,1,1,1,0,1,1,1
EXCO Resources Inc,2017,1,1,1,1,1,1,1
EXCO Resources Inc,2018,1,2,0,1,1,1,1
EXCO Resources Inc,2019,2,1,1,1,2,2,2
EXCO Resources Inc,2020,1,1,1,0,1,1,1
EXCO Resources Inc,2022,1,2,1,1,1,1,1
EXCO Resources PA LLC,2015,1,2,1,1,1,1,1
EZ Disposal & Recycling LLC,2021,1,1,0,1,1,1,1
EZ Disposal Service Inc (E-Z Disposal Service),2021,1,1,0,1,1,1,1
Eagle Auto Parts,2015,1,1,0,1,1,1,1
Eagle Beverage & Accessory Products LLC,2021,1,1,0,1,1,1,1
Eagle Bridge Co,2020,2,2,0,0,2,2,2
Eagle Creek Mining LLC,2012,1,2,0,1,1,1,1
Eagle Creek Renewable Energy LLC,2020,2,1,0,2,2,2,2
Eagle Creek Renewable Energy LLC,2021,3,1,0,2,3,3,3
Eagle Creek Renewable Energy LLC,2022,2,2,0,0,2,2,2
Eagle Crest Energy Co Inc,2013,1,2,0,0,1,1,1
Eagle Crest Energy Co Inc,2014,1,2,0,1,1,1,1
Eagle Crest Energy Co Inc,2018,1,1,0,0,1,1,1
Eagle Express Lines Inc,2021,1,1,1,0,1,1,1
Eagle Ford Midstream LP,2012,1,1,0,0,1,1,1
Eagle Foundry Co,2019,1,1,0,1,1,1,1
Eagle Industries,2017,1,1,0,1,1,1,1
Eagle Industries,2018,1,2,0,1,1,1,1
Eagle LNG Partners LLC,2022,1,1,0,0,1,1,1
Eagle Natrium LLC,2013,1,1,0,1,1,1,1
Eagle Natrium LLC,2019,1,1,0,1,1,1,1
Eagle Natrium LLC,2020,1,1,0,1,1,1,1
Eagle Oil LLC,2019,1,1,0,0,1,1,1
Eagle Ottawa Leather Co,2022,1,1,0,1,1,1,1
"Eagle Ottawa, LLC",2009,3,2,2,1,3,3,3
Eagle Point Farms LLC,2016,1,2,0,0,0,0,0
Eagle Ridge Paper,2012,1,2,1,0,1,1,1
Eagle Road Oil LLC,2016,2,1,0,0,2,2,2
Eagle Road Oil LLC,2017,1,1,0,1,1,1,1
Eagle Rock Aggregates Inc,2022,2,1,0,2,2,2,2
Eagle Rock Aggregates Inc,2023,2,1,0,2,0,0,0
Eagle Rock Field Services LP,2017,1,2,0,1,1,1,1
Eagle Specialty Materials,2020,1,1,0,0,1,1,1
EaglePicher Technologies LLC,2018,1,1,0,1,1,1,1
EagleRidge Energy LLC,2014,2,1,0,2,2,2,2
EagleRidge Energy LLC,2015,2,1,0,2,2,2,2
Earl Butler and Associates,2012,1,1,0,1,1,1,1
Earlbee LLC,2020,3,1,0,3,3,3,3
Earnest Partners LLC,2015,1,2,0,0,1,1,1
"Earth Essentials, Inc.",2008,1,2,0,0,1,1,1
Earth Friendly Products Inc (Venus Laboratories Inc),2015,1,2,0,0,1,1,1
Earth Mama Angel Baby LLC,2008,1,2,0,0,1,1,1
Earth Smart Environmental Solutions LLC,2016,1,1,0,1,1,1,1
"Earth Therapeutics, Ltd.",2008,1,2,0,0,1,1,1
EarthEcycle LLC,2009,1,1,0,0,1,1,1
EarthRes Group Inc,2019,1,1,0,1,1,1,1
Earthbound Farm LLC,2015,1,2,1,1,1,1,1
Earthlight Organics,2008,1,2,0,0,1,1,1
Earthstone Energy Inc (formerly Basic Earth Science Systems Inc),2022,1,1,1,0,1,1,1
Earthstone Energy Inc (formerly Basic Earth Science Systems Inc),2023,1,1,1,0,0,0,0
East Bay Municipal Utility District (EBMUD; East Bay Mud),2020,1,1,0,1,1,1,1
East Bay Municipal Utility District (EBMUD; East Bay Mud),2022,1,2,0,1,1,1,1
East Cheyenne Gas Storage LLC,2017,1,1,0,1,1,1,1
East Cheyenne Gas Storage LLC,2022,1,2,1,1,1,1,1
East Coast Rigging Inc (Hot-Z Transport Co),2017,1,1,0,1,1,1,1
East Delavan Property LLC (East Delavan Properties),2017,1,1,0,1,1,1,1
East Fairfield Coal Co; The,2011,1,1,0,1,1,1,1
East Fork Farms Inc,2019,1,2,0,0,0,0,0
East Fork Farms Inc,2020,2,2,0,0,1,1,1
East Kentucky Power Cooperative,2007,1,1,0,1,1,1,1
East Kentucky Power Cooperative,2009,1,1,0,1,1,1,1
East Kentucky Power Cooperative,2010,2,2,0,2,2,2,2
East Kentucky Power Cooperative,2011,1,1,0,1,1,1,1
East Kentucky Power Cooperative,2012,1,2,0,1,1,1,1
East Kentucky Power Cooperative,2013,3,2,1,3,3,3,3
East Kentucky Power Cooperative,2015,1,2,0,0,1,1,1
East Kentucky Power Cooperative,2019,1,2,1,0,1,1,1
East Kentucky Power Cooperative,2022,1,1,1,1,1,1,1
East Kentucky Power Cooperative,2023,1,1,1,1,0,0,0
East Maui Irrigation Co Ltd,2015,1,2,0,0,1,1,1
East Maui Irrigation Co Ltd,2020,1,1,0,0,1,1,1
East Ohio Gas Co; The (Dominion East Ohio Gas),2013,1,1,0,1,1,1,1
East Ohio Gas Co; The (Dominion East Ohio Gas),2014,1,1,0,1,1,1,1
East Ohio Gas Co; The (Dominion East Ohio Gas),2022,1,2,1,1,1,1,1
East Point Energy LLC,2022,1,1,0,0,1,1,1
East Point LLC,2013,1,1,0,1,1,1,1
East Resources Inc (East Resources Management LLC),2011,1,1,0,0,1,1,1
East Resources Inc (East Resources Management LLC),2012,1,1,0,1,1,1,1
East Resources Inc (East Resources Management LLC),2014,1,2,0,1,1,1,1
East Resources Inc (East Resources Management LLC),2018,1,2,0,1,1,1,1
East Shore Port Ventures LLC,2020,1,1,0,1,1,1,1
East Side Entrees Inc,2008,1,2,0,0,1,1,1
East Teak Fine Hardwoods Inc,2014,2,2,1,0,2,2,2
East Teak Fine Hardwoods Inc,2015,2,2,0,1,2,2,2
East Teak Fine Hardwoods Inc,2017,1,2,0,0,1,1,1
East Teak Fine Hardwoods Inc,2022,1,2,0,0,1,1,1
East Tennessee Natural Gas LLC,2022,1,2,1,1,1,1,1
East Texas Electric Cooperative Inc (ETEC),2011,1,1,0,1,1,1,1
East West Seafoods LLC,2023,2,2,0,2,2,2,2
Eastbay Inc,2020,1,2,0,0,0,0,0
Easterday Farms Dairy LLC,2021,2,1,2,2,2,2,2
Easterday Farms Dairy LLC,2022,1,2,0,1,1,1,1
Easterday Farms Produce Co,2019,1,1,0,1,1,1,1
Easterday Farms Produce Co,2021,2,2,1,1,2,2,2
Easterday Ranches Inc,2021,1,1,1,1,1,1,1
Easterday Ranches Inc,2023,1,1,0,1,0,0,0
Eastern Bank Corp,2015,1,2,0,0,1,1,1
Eastern Electronics Recycling USA,2021,1,1,0,0,1,1,1
Eastern Electronics Recycling USA,2023,1,1,0,0,0,0,0
Eastern Energy Gas Holdings LLC (formerly Dominion Gas Holdings LLC),2016,1,1,0,1,1,1,1
Eastern Fish Co,2008,1,2,0,1,1,1,1
Eastern Gas Transmission and Storage Inc (formerly Dominion Energy Transmission Inc),2013,1,1,0,1,1,1,1
Eastern Gas Transmission and Storage Inc (formerly Dominion Energy Transmission Inc),2014,2,2,0,1,2,2,2
Eastern Gas Transmission and Storage Inc (formerly Dominion Energy Transmission Inc),2015,1,2,0,1,1,1,1
Eastern Gas Transmission and Storage Inc (formerly Dominion Energy Transmission Inc),2016,1,1,0,1,1,1,1
Eastern Gas Transmission and Storage Inc (formerly Dominion Energy Transmission Inc),2022,1,2,1,1,1,1,1
Eastern Generation LLC (formerly US Power Generating Co LLC),2022,1,1,0,1,1,1,1
Eastern Gulf Crude Access LLC (Eastern Gulf),2013,1,1,0,0,1,1,1
Eastern Kansas Oil and Gas Association,2017,1,1,1,1,1,1,1
Eastern Shore Natural Gas Co (ESNG),2020,3,1,0,2,3,3,3
Eastern Waste Services LLC (Hiltz Waste Disposal),2022,1,1,0,0,1,1,1
Eastman Chemical Co,2008,3,2,0,2,3,3,3
Eastman Chemical Co,2011,3,1,0,3,3,3,3
Eastman Chemical Co,2012,3,2,0,3,3,3,3
Eastman Chemical Co,2013,4,2,0,4,4,4,4
Eastman Chemical Co,2014,6,2,0,6,6,6,6
Eastman Chemical Co,2015,8,2,0,6,8,8,8
Eastman Chemical Co,2016,7,2,0,6,7,7,7
Eastman Chemical Co,2017,5,2,0,5,5,5,5
Eastman Chemical Co,2018,4,2,0,4,4,4,4
Eastman Chemical Co,2019,2,2,0,2,2,2,2
Eastman Chemical Co,2020,1,1,0,1,1,1,1
Eastman Chemical Co,2021,4,2,2,4,4,4,4
Eastman Chemical Co,2022,2,1,0,2,2,2,2
Eastman Chemical Resins Inc,2011,2,1,0,2,2,2,2
Eastman Chemical Resins Inc,2018,2,2,0,2,2,2,2
Eastman Kodak Co (Kodak),2008,2,2,0,2,2,2,2
Eastman Kodak Co (Kodak),2010,2,2,0,1,2,2,2
Eastman Kodak Co (Kodak),2012,2,2,0,2,2,2,2
Eastman Kodak Co (Kodak),2013,1,1,0,1,1,1,1
Eastman Kodak Co (Kodak),2014,2,2,0,2,2,2,2
Eastman Kodak Co (Kodak),2016,1,1,0,1,1,1,1
Eastman Specialties Corp,2018,1,1,0,1,1,1,1
Eastside Used Auto Parts,2011,1,1,0,1,1,1,1
Eaton Vance Corp,2007,1,1,0,0,1,1,1
Eaton Vance Corp,2012,2,2,0,1,2,2,2
Eaton Vance Corp,2015,1,2,0,0,1,1,1
Eaton Vance Corp,2016,2,2,0,1,2,2,2
Eaton Vance Corp,2019,1,2,0,0,1,1,1
Eaton Vance Corp,2020,2,3,2,1,2,2,2
Eaton Vance Corp,2022,1,2,1,1,1,1,1
Eaton Vance Corp,2023,1,1,1,0,1,1,1
Eaze Technologies Inc (Eaze),2021,1,2,0,0,1,1,1
Ebensburg Power Co,2013,1,1,0,1,1,1,1
Ebensburg Power Co,2018,1,1,0,1,1,1,1
Ebensburg Power Co,2020,1,1,0,1,1,1,1
Ebert Dairy Enterprises LLC,2015,1,1,0,1,1,1,1
Eckart America Corp,2011,1,2,0,1,1,1,1
Eckart America Corp,2013,1,2,0,1,1,1,1
Eckart America Corp,2015,1,1,0,1,1,1,1
Eckart GmbH,2011,1,2,0,1,1,1,1
Eckart GmbH,2013,1,2,0,1,1,1,1
Eco Farms Trading Operations LLC,2023,1,2,1,0,1,1,1
Eco Green Solutions,2008,1,2,0,0,1,1,1
"Eco Lips, Inc.",2008,1,2,0,0,1,1,1
Eco Pak LLC,2016,2,1,0,2,2,2,2
Eco Services Operations LLC (formerly Solvay USA Inc),2016,2,2,0,2,2,2,2
Eco Services Operations LLC (formerly Solvay USA Inc),2018,1,1,0,1,1,1,1
Eco-Energy Transportation LLC,2016,1,1,0,1,1,1,1
Eco-Energy Transportation LLC,2017,1,1,0,1,1,1,1
Eco-Site Inc,2016,1,1,0,0,1,1,1
EcoGreen Solutions Inc,2008,1,2,0,0,1,1,1
EcoMed Services LLC,2021,1,2,0,1,1,1,1
Ecobat Resources New York LLC,2022,1,1,0,1,1,1,1
Ecolab Inc,2011,1,1,1,0,1,1,1
Ecolab Inc,2016,2,1,0,2,2,2,2
Ecolab Inc,2019,1,2,0,1,1,1,1
Ecolab Inc,2020,1,1,1,0,1,1,1
Ecolab Inc,2021,2,2,1,1,2,2,2
Ecology Services Inc,2020,1,1,0,1,1,1,1
Ecology Services Inc,2021,1,1,0,1,1,1,1
Ecolube Recovery,2019,1,1,0,1,1,1,1
Ecorp International LLC,2014,2,1,0,1,2,2,2
Ecoservices LLC,2019,1,1,0,1,1,1,1
Ecosouth Services of Mobile LLC,2021,1,1,0,0,1,1,1
Ecosystem Services LLC,2022,1,1,1,0,1,1,1
Ecosystems Inc,2022,1,1,0,1,1,1,1
Ecovyst Inc (formerly PQ Group Holdings Inc),2016,1,1,0,1,1,1,1
Ecovyst Inc (formerly PQ Group Holdings Inc),2019,1,1,0,1,1,1,1
Eddie Bauer Holdings Inc,2007,1,2,0,1,1,1,1
Eddie Bauer Holdings Inc,2015,1,1,0,0,0,0,0
Eddie Bauer Holdings Inc,2016,2,2,0,0,0,0,0
Eddie Bauer Holdings Inc,2018,1,1,0,0,0,0,0
Eddie Bauer LLC,2023,1,1,0,1,1,1,1
Edel Family Management Corp,2015,1,1,0,1,1,1,1
Edelman,2008,2,1,0,0,2,2,2
Edelman,2014,1,2,1,1,1,1,1
Edelman,2015,2,1,1,0,2,2,2
Edelman,2016,1,1,0,0,1,1,1
Edelman,2022,1,1,1,0,1,1,1
Eden Wood Corp,2012,1,1,0,1,1,1,1
Edge Cable Holdings USA LLC,2020,1,1,0,0,1,1,1
Edge Products LLC,2013,1,1,0,1,1,1,1
EdgeMarc Energy Holdings LLC,2018,1,2,0,1,1,1,1
Edgecombe Genco LLC,2013,1,1,0,1,1,1,1
Edgewater Construction Inc,2023,1,1,0,1,1,1,1
Edgewell Personal Care Co,2016,1,1,0,1,1,1,1
Edgewell Personal Care Co,2023,1,1,0,0,1,1,1
Edison Chouest Offshore LLC (ECO),2018,1,1,0,1,1,1,1
Edison International PLC (formerly SCEcorp),2008,2,2,0,0,2,2,2
Edison International PLC (formerly SCEcorp),2009,3,1,1,2,3,3,3
Edison International PLC (formerly SCEcorp),2010,5,2,0,3,5,5,5
Edison International PLC (formerly SCEcorp),2011,19,2,2,16,19,19,19
Edison International PLC (formerly SCEcorp),2012,10,2,4,6,10,10,10
Edison International PLC (formerly SCEcorp),2013,13,2,3,10,13,13,13
Edison International PLC (formerly SCEcorp),2014,10,2,1,9,10,10,10
Edison International PLC (formerly SCEcorp),2015,13,2,1,8,13,13,13
Edison International PLC (formerly SCEcorp),2016,2,1,0,2,2,2,2
Edison International PLC (formerly SCEcorp),2017,6,1,0,2,6,6,6
Edison International PLC (formerly SCEcorp),2018,6,2,0,2,6,6,6
Edison International PLC (formerly SCEcorp),2019,4,2,0,1,4,4,4
Edison International PLC (formerly SCEcorp),2020,3,2,0,1,3,3,3
Edison International PLC (formerly SCEcorp),2021,1,1,0,0,1,1,1
Edison International PLC (formerly SCEcorp),2022,1,1,0,0,1,1,1
Edison International PLC (formerly SCEcorp),2023,7,2,0,1,5,5,5
Edison Mission Energy,2009,2,1,0,2,2,2,2
Edison Mission Energy,2010,4,2,0,3,4,4,4
Edison Mission Energy,2011,7,2,1,7,7,7,7
Edison Mission Energy,2012,4,2,2,3,4,4,4
Edison Mission Energy,2013,5,2,1,5,5,5,5
Edison Mission Energy,2014,1,2,0,1,1,1,1
Edison Mission Group,2011,1,1,0,1,1,1,1
Edison Mission Group,2012,2,1,1,2,2,2,2
Editas Medicine Inc,2017,1,2,1,1,1,1,1
Education Management Corp (EMC),2016,1,2,0,1,1,1,1
Edward C Levy Co (Edw C Levy Co),2023,1,1,0,1,0,0,0
Edward Davis LLC,2017,1,2,0,0,1,1,1
Edwards Lifesciences Corp,2019,1,2,0,1,1,1,1
Edwards Lifesciences Corp,2021,1,2,1,1,1,1,1
Edwards Lifesciences Corp,2022,2,2,0,2,1,1,1
EffortSolar Inc (Effort Solar),2023,1,1,0,1,0,0,0
Egan Hub Storage LLC,2022,1,2,1,1,1,1,1
Egger Wood Products LLC,2022,1,1,1,0,1,1,1
Eggland's Best LLC,2009,1,1,0,0,0,0,0
Eggland's Best LLC,2016,1,2,0,0,0,0,0
Egglands Best Inc,2009,1,1,0,0,0,0,0
Egglands Best Inc,2016,1,2,0,0,0,0,0
Egyptian Lacquer Manufacturing Co,2009,2,2,0,2,2,2,2
Egyptian Lacquer Manufacturing Co,2014,1,1,0,1,1,1,1
Eidelman Virant Capital,2012,1,2,0,0,1,1,1
Eight Star Mining Inc.,2009,1,2,0,0,1,1,1
Eileen Fisher Inc,2016,1,1,1,1,1,1,1
Eileen Fisher Inc,2017,1,2,0,1,1,1,1
El Dorado Benson LLC,2016,1,2,0,0,1,1,1
El Dorado Chemical Co,2014,1,1,0,1,1,1,1
El Dorado Chemical Co,2017,1,1,0,1,1,1,1
El Dorado Chemical Co,2018,1,2,0,1,1,1,1
El Dorado Holdings Inc,2016,2,2,0,0,2,2,2
El Dorado Holdings Inc,2018,1,1,0,0,1,1,1
El Dorado Holdings Inc,2019,2,2,0,0,2,2,2
El Dorado Holdings Inc,2022,1,1,0,0,1,1,1
El Dorado Nitrogen LP,2012,1,1,1,0,1,1,1
El Dorado Nitrogen LP,2014,1,1,0,1,1,1,1
El Dorado Pipeline Co LLC,2016,1,1,0,1,1,1,1
El Fanta Sports Inc,2020,1,2,0,0,0,0,0
El Monte Nature Preserve LLC,2016,1,2,0,1,1,1,1
El Paso Electric Co (EPE),2008,1,2,0,1,1,1,1
El Paso Electric Co (EPE),2011,1,1,0,0,1,1,1
El Paso Electric Co (EPE),2015,1,1,0,1,1,1,1
El Paso Electric Co (EPE),2019,1,2,0,1,1,1,1
El Paso Electric Co (EPE),2020,1,1,0,1,1,1,1
El Paso Electric Co (EPE),2021,2,1,1,1,2,2,2
El Paso Merchant Energy-Petroleum Co (formerly Coastal Refining & Marketing Inc),2015,1,2,0,1,1,1,1
El Paso Natural Gas Co LLC,2008,2,1,1,0,2,2,2
El Paso Natural Gas Co LLC,2011,3,1,0,2,3,3,3
El Paso Natural Gas Co LLC,2013,1,1,0,1,1,1,1
El Paso Natural Gas Co LLC,2015,1,2,0,1,1,1,1
El Paso Natural Gas Co LLC,2020,1,1,0,0,1,1,1
El Paso Natural Gas Co LLC,2022,2,2,2,2,2,2,2
El Paso Water Utilities (EPWU),2021,3,2,0,3,3,3,3
El Paso Water Utilities (EPWU),2022,2,2,0,2,2,2,2
El Paso Water Utilities (EPWU),2023,1,2,0,1,0,0,0
Elam Sand & Gravel Corp,2013,1,1,0,0,1,1,1
Elan Chemical Co Inc,2012,1,1,0,1,1,1,1
Elanco Animal Health Inc (Elanco),2014,3,2,1,2,3,3,3
Elanco Animal Health Inc (Elanco),2022,1,1,1,0,1,1,1
Elco Corp,2013,1,1,0,1,1,1,1
Elcon Recycling Services LLC,2019,2,1,0,2,2,2,2
Elcon Recycling Services LLC,2020,1,1,0,0,1,1,1
Elder Development,2008,1,2,0,1,1,1,1
Elder Development,2009,1,1,0,1,1,1,1
Electric Energy Inc,2023,1,2,0,1,1,1,1
Electric Glass Fiber America LLC,2022,1,1,1,0,1,1,1
Electric Mills Wood Preserving LLC,2014,1,1,0,1,1,1,1
Electric Power Research Institute Inc (EPRI),2015,1,1,0,0,1,1,1
Electro-Forming Co,2015,1,1,0,0,1,1,1
Electro-Plating Services Inc (EPS),2019,6,2,0,2,6,6,6
Electro-Plating Services Inc (EPS),2020,2,1,0,2,2,2,2
Electron Hydro LLC,2016,1,1,0,0,1,1,1
Electron Hydro LLC,2020,3,2,0,3,3,3,3
Electron Hydro LLC,2021,3,2,0,3,3,3,3
Electron Hydro LLC,2022,1,2,0,1,1,1,1
Electron Hydro LLC,2023,3,1,0,3,0,0,0
Electronic Arts Inc (EA),2013,1,1,0,0,1,1,1
Electronics Recycling Global,2013,1,1,0,0,1,1,1
Electronics Recycling Global,2023,1,1,0,0,0,0,0
Electrum Group LLC; The (Electrum Group of Companies),2017,1,2,0,1,1,1,1
Electrum Group LLC; The (Electrum Group of Companies),2020,1,2,0,1,1,1,1
Electrum Strategic Holdings LLC,2009,1,1,0,0,1,1,1
Electrum Strategic Holdings LLC,2012,1,2,0,0,1,1,1
Elegant Gourmet,2008,1,2,0,0,1,1,1
Element Petroleum III LLC,2021,1,1,1,1,1,1,1
Element Power US LLC,2014,1,2,0,0,1,1,1
Element Solutions Inc (formerly Platform Specialty Products Corp),2019,1,2,0,1,1,1,1
Elementis Chromium LP,2017,2,2,0,2,2,2,2
Elemetal Direct LLC (formerly NTR Metals LLC),2014,1,2,0,1,1,1,1
Elemetal Direct LLC (formerly NTR Metals LLC),2015,1,2,0,0,1,1,1
Elemetal Direct LLC (formerly NTR Metals LLC),2017,2,2,0,0,2,2,2
Elemetal Direct LLC (formerly NTR Metals LLC),2018,6,2,0,1,6,6,6
Elemetal Direct LLC (formerly NTR Metals LLC),2020,1,3,0,1,1,1,1
Elemetal LLC,2014,1,2,0,1,1,1,1
Elemetal LLC,2015,1,2,0,0,1,1,1
Elemetal LLC,2017,2,2,0,0,2,2,2
Elemetal LLC,2018,6,2,0,1,6,6,6
Elemetal LLC,2020,1,3,0,1,1,1,1
Elemetal Refining LLC (formerly Ohio Precious Metals LLC),2020,1,3,0,1,1,1,1
Elevance Health Inc (formerly Anthem Inc),2015,1,2,0,1,1,1,1
Elevance Health Inc (formerly Anthem Inc),2017,1,2,1,1,1,1,1
Elevance Renewable Sciences Inc,2017,2,3,0,1,2,2,2
Elevance Renewable Sciences Inc,2018,1,2,0,1,1,1,1
Elgin Fine Chemicals Inc,2013,1,2,0,1,1,1,1
Eli Lilly & Co (Lilly),2010,1,2,0,0,1,1,1
Eli Lilly & Co (Lilly),2011,3,1,1,1,2,2,2
Eli Lilly & Co (Lilly),2014,4,2,0,2,4,4,4
Eli Lilly & Co (Lilly),2015,1,2,0,0,1,1,1
Eli Lilly & Co (Lilly),2018,2,2,0,2,2,2,2
Eli Lilly & Co (Lilly),2019,7,2,1,2,2,2,2
Eli Lilly & Co (Lilly),2020,4,2,0,1,1,1,1
Eli Lilly & Co (Lilly),2022,2,2,0,0,0,0,0
Elior North America,2023,1,1,1,1,1,1,1
Elite Estate Buyers Inc (Elite Decorative Arts),2015,2,2,0,0,2,2,2
Elite Spice Inc,2022,1,1,0,1,1,1,1
Elite Sports Enterprises Inc,2020,1,2,0,0,0,0,0
Elizabeth Arden Inc,2008,1,2,0,0,1,1,1
Elizabeth Mining and Development,2009,1,1,0,1,1,1,1
Elizabeth NJPG LLC,2019,1,1,0,1,1,1,1
Elizabeth NJPG LLC,2022,1,1,0,1,1,1,1
Elizabeth NJPO LLC,2019,1,1,0,1,1,1,1
Elizabeth NJPO LLC,2022,1,1,0,1,1,1,1
Elizabethtown Gas Co Inc (formerly Elizabethtown Consolidated Gas Co),2022,1,2,1,1,1,1,1
Elk Petroleum Aneth LLC,2020,1,2,1,1,1,1,1
Elk Run Coal Co Inc,2009,2,2,0,1,2,2,2
Elk Run Coal Co Inc,2010,1,2,0,1,1,1,1
Elk Run Coal Co Inc,2011,1,1,0,1,1,1,1
Elk Run Coal Co Inc,2014,3,1,0,3,3,3,3
Elkay Manufacturing Co,2016,1,1,0,1,1,1,1
Elkem Metals Inc,2010,1,2,0,1,1,1,1
Elkhorn Industries Inc,2014,2,2,1,2,2,2,2
Ellicott Development Co LLC,2018,1,1,0,1,1,1,1
Ellington Investments,2010,1,1,0,0,1,1,1
Elliott Auto Supply Co Inc (Splash Products; Factory Motor Parts),2019,1,1,0,1,1,1,1
Elliott Management Corp,2014,1,2,0,0,1,1,1
Elliott Management Corp,2020,1,3,1,1,1,1,1
Ellora Energy Inc,2020,1,2,1,0,1,1,1
Ellsworth Cooperative Creamery,2016,1,1,0,1,1,1,1
Elm Ridge Exploration Co LLC,2016,1,1,1,0,1,1,1
Elmwood Cleaners Inc,2022,1,1,0,1,1,1,1
Elmwood Park Cleaners Inc,2022,1,1,0,1,1,1,1
Elsevier Inc,2023,1,1,0,0,1,1,1
Emerald Bioenergy LLC,2021,1,1,0,1,1,1,1
Emerald Bioenergy LLC,2022,3,1,0,3,3,3,3
Emerald Bioenergy LLC,2023,1,1,0,1,1,1,1
Emerald Carpets Inc,2017,1,1,0,1,1,1,1
Emerald Coal Resources LP,2013,1,1,0,1,1,1,1
Emerald Coal Resources LP,2014,1,2,0,1,1,1,1
Emerald House LLC,2022,1,1,1,1,1,1,1
Emerald Kalama Chemical LLC,2021,3,2,1,3,3,3,3
Emerald Kalama Chemical LLC,2023,1,1,0,0,1,1,1
Emerald Performance Materials LLC,2013,1,2,0,1,1,1,1
Emerald Performance Materials LLC,2018,2,2,0,2,2,2,2
Emerald Performance Materials LLC,2021,1,1,0,1,1,1,1
Emerald Polymer Additives LLC,2018,1,1,0,1,1,1,1
Emerald River LLC,2020,1,1,0,0,1,1,1
Emerald Services Inc,2015,1,2,0,1,1,1,1
Emerald Sky Dairy LLC,2017,2,1,0,2,2,2,2
Emerald Sky Dairy LLC,2020,1,2,0,1,1,1,1
Emerald Sky Dairy LLC,2022,2,1,0,1,2,2,2
Emerge Skin Care Inc.,2008,1,2,0,0,1,1,1
Emerging Global Advisors LLC,2013,1,2,0,0,1,1,1
Emerita,2008,1,2,0,0,1,1,1
Emerson Electric Co,2008,1,2,0,1,1,1,1
Emerson Electric Co,2012,1,1,0,1,1,1,1
Emerson Electric Co,2013,1,1,0,1,1,1,1
Emerson Electric Co,2014,2,1,1,1,2,2,2
Emerson Electric Co,2015,1,1,0,0,1,1,1
Emerson Electric Co,2017,1,1,0,1,1,1,1
Emerson Electric Co,2018,1,1,0,1,1,1,1
Emerson Electric Co,2019,1,2,0,1,1,1,1
Emerson Electric Co,2021,1,2,1,1,1,1,1
Emhart Industries Inc,2018,1,2,0,1,1,1,1
Emhart Technologies,2012,1,1,0,1,1,1,1
Emily Skin Soothers Inc,2008,1,2,0,0,1,1,1
Empire Aggregates Inc,2019,1,1,0,1,1,1,1
Empire District Electric Co; The,2011,2,1,0,2,2,2,2
Empire District Electric Co; The,2012,1,2,0,1,1,1,1
Empire District Electric Co; The,2013,1,1,0,1,1,1,1
Empire District Electric Co; The,2016,1,2,0,1,1,1,1
Empire District Electric Co; The,2017,1,1,0,0,1,1,1
Empire District Electric Co; The,2019,2,1,1,0,2,2,2
Empire District Electric Co; The,2022,1,2,1,1,1,1,1
Empire District Electric Co; The,2023,1,1,1,1,0,0,0
Empire District Gas Co; The,2022,1,2,1,1,1,1,1
Empire Diversified Energy Inc,2022,1,1,0,1,0,0,0
Empire Green Generation LLC,2022,1,1,0,1,0,0,0
Empire Kosher Poultry Inc,2016,1,1,0,1,1,1,1
Empire Pipeline Inc,2017,2,1,0,1,2,2,2
