company_name,year,Total Climate Incidents,Max Severity Score,GHG-Related Incidents,Pollution-Related Incidents,UNGC Principle 7 Violations,UNGC Principle 8 Violations,UNGC Principle 9 Violations
North Country Road Realty LLC,2019,1,1,0,1,1,1,1
North Country Road Realty LLC,2022,1,1,0,1,1,1,1
North Dakota Petroleum Council,2017,1,1,1,1,1,1,1
North Dakota Pipeline Company LLC (North Dakota Pipeline CO LLC; formerly Enbridge Pipelines (North Dakota) LLC),2013,1,2,0,1,1,1,1
North Dakota Pipeline Company LLC (North Dakota Pipeline CO LLC; formerly Enbridge Pipelines (North Dakota) LLC),2015,2,1,0,1,2,2,2
North East Precision CNC,2016,1,1,0,1,1,1,1
North Face Inc; The (formerly TNF Holdings Co Inc),2012,3,1,0,0,1,1,1
North Face Inc; The (formerly TNF Holdings Co Inc),2013,3,1,0,2,2,2,2
North Face Inc; The (formerly TNF Holdings Co Inc),2014,2,2,0,0,1,1,1
North Face Inc; The (formerly TNF Holdings Co Inc),2015,4,1,0,3,4,4,4
North Face Inc; The (formerly TNF Holdings Co Inc),2016,2,1,1,2,2,2,2
North Face Inc; The (formerly TNF Holdings Co Inc),2017,1,1,0,1,1,1,1
North Face Inc; The (formerly TNF Holdings Co Inc),2018,1,1,0,0,0,0,0
North Face Inc; The (formerly TNF Holdings Co Inc),2019,2,2,1,2,2,2,2
North Face Inc; The (formerly TNF Holdings Co Inc),2020,1,1,0,0,0,0,0
North Face Inc; The (formerly TNF Holdings Co Inc),2021,4,2,3,2,3,3,3
North Face Inc; The (formerly TNF Holdings Co Inc),2022,3,1,1,2,3,3,3
North Face Inc; The (formerly TNF Holdings Co Inc),2023,1,1,0,1,1,1,1
North Greenville University,2020,1,1,0,1,1,1,1
North Lake Co,2015,1,1,0,0,1,1,1
North Pacific Paper Corp (Norpac),2022,2,2,0,2,2,2,2
North Pacific Seafoods Inc (formerly North Pacific Processors Inc),2017,1,1,0,1,1,1,1
North Pacific Seafoods Inc (formerly North Pacific Processors Inc),2022,1,1,0,1,1,1,1
North Shore GAS Co,2022,1,2,1,1,1,1,1
North Shore GAS Co,2023,1,1,0,1,1,1,1
North Shore Investments LLC,2010,1,1,0,1,1,1,1
North Shore Mining Co,2012,1,1,0,1,1,1,1
North Side Energy Center LLC,2022,1,1,0,0,1,1,1
North Side Genetics LLC,2023,1,1,0,1,0,0,0
North Sky River Landholdings,2012,1,1,0,0,1,1,1
North Star Real Estate,2015,1,2,0,1,1,1,1
North Star Real Estate,2016,1,2,0,1,1,1,1
North Star Steel Inc,2019,1,3,0,1,1,1,1
North Start Reinsurance Corp,2009,1,2,0,1,1,1,1
North Texas Municipal Water District,2019,2,2,0,2,2,2,2
North Texas Natural Select Materials LLC,2021,1,1,0,1,1,1,1
North West Oil Group Inc,2010,1,2,1,1,1,1,1
NorthLink Aviation LLC,2022,1,1,0,1,1,1,1
NorthLink Aviation LLC,2023,1,1,0,1,0,0,0
NorthPointe Capital LLC,2015,1,2,0,0,1,1,1
NorthStar Nuclear Decommissioning Co LLC,2017,1,1,0,1,1,1,1
NorthStar Nuclear Decommissioning Co LLC,2018,1,1,0,1,1,1,1
NorthWestern Corp (NorthWestern Energy),2009,1,1,0,1,1,1,1
NorthWestern Corp (NorthWestern Energy),2012,1,1,0,1,1,1,1
NorthWestern Corp (NorthWestern Energy),2013,1,1,0,1,1,1,1
NorthWestern Corp (NorthWestern Energy),2014,1,3,0,1,1,1,1
NorthWestern Corp (NorthWestern Energy),2016,1,1,1,1,1,1,1
NorthWestern Corp (NorthWestern Energy),2018,2,2,0,2,2,2,2
NorthWestern Corp (NorthWestern Energy),2019,2,1,1,1,2,2,2
NorthWestern Corp (NorthWestern Energy),2020,1,1,0,1,1,1,1
NorthWestern Corp (NorthWestern Energy),2021,3,2,1,1,3,3,3
NorthWestern Corp (NorthWestern Energy),2022,3,2,2,1,3,3,3
NorthWestern Corp (NorthWestern Energy),2023,1,1,1,0,1,1,1
NorthWestern Energy LLC,2022,1,2,1,1,1,1,1
Northampton Generating Co LP,2012,1,2,0,1,1,1,1
Northampton Generating Co LP,2016,1,1,0,1,1,1,1
Northbrook Carolina II LLC,2021,1,3,0,1,1,1,1
Northeast Investors Trust,2012,1,2,0,0,1,1,1
Northeast Maglev LLC,2021,1,1,0,0,1,1,1
Northeast Natural Energy LLC,2011,1,1,0,1,1,1,1
Northeast Natural Energy LLC,2015,1,2,0,1,1,1,1
Northeast Natural Energy LLC,2018,1,2,0,1,1,1,1
Northeast Ohio Natural Gas Corp,2022,1,2,1,1,1,1,1
Northeastern Power Co,2014,1,2,0,1,1,1,1
Northeastern Tree Service Inc,2020,1,2,0,1,1,1,1
Northern Border Pipeline Co,2015,1,1,1,1,1,1,1
Northern Border Pipeline Co,2022,1,2,1,1,1,1,1
Northern Car Crushers,2011,1,1,0,1,1,1,1
Northern Cross LLC,2012,1,2,0,0,1,1,1
Northern Cross LLC,2016,2,2,0,2,2,2,2
Northern Dynasty Mines Inc,2007,1,2,0,1,1,1,1
Northern Dynasty Mines Inc,2008,1,1,0,0,1,1,1
Northern Dynasty Mines Inc,2009,2,1,0,1,2,2,2
Northern Dynasty Mines Inc,2013,1,2,0,1,1,1,1
Northern Dynasty Mines Inc,2014,1,2,0,1,1,1,1
Northern Illinois Gas Co (Nicor Gas Co),2021,1,1,1,1,1,1,1
Northern Illinois Gas Co (Nicor Gas Co),2022,1,2,1,1,1,1,1
Northern Indiana Public Service Co (NIPSCO),2007,1,1,1,1,1,1,1
Northern Indiana Public Service Co (NIPSCO),2011,2,2,0,2,2,2,2
Northern Indiana Public Service Co (NIPSCO),2012,1,2,0,1,1,1,1
Northern Indiana Public Service Co (NIPSCO),2013,1,1,0,1,1,1,1
Northern Indiana Public Service Co (NIPSCO),2016,1,1,0,1,1,1,1
Northern Indiana Public Service Co (NIPSCO),2017,2,2,0,1,2,2,2
Northern Indiana Public Service Co (NIPSCO),2018,1,2,0,1,1,1,1
Northern Indiana Public Service Co (NIPSCO),2019,1,1,1,1,1,1,1
Northern Indiana Public Service Co (NIPSCO),2020,2,2,0,2,2,2,2
Northern Indiana Public Service Co (NIPSCO),2021,1,1,0,1,1,1,1
Northern Indiana Public Service Co (NIPSCO),2022,3,2,2,3,3,3,3
Northern Insurance Co,2010,1,1,0,1,1,1,1
Northern Iron LLC,2023,1,1,0,1,1,1,1
Northern Metal Recycling LLC (Northern Metals),2016,1,1,0,1,1,1,1
Northern Metal Recycling LLC (Northern Metals),2017,1,1,0,1,1,1,1
Northern Metal Recycling LLC (Northern Metals),2019,1,1,0,1,1,1,1
Northern Metal Recycling LLC (Northern Metals),2020,2,1,0,2,2,2,2
Northern Metal Recycling LLC (Northern Metals),2021,1,1,0,1,1,1,1
Northern Natural Gas Co,2020,1,2,1,0,1,1,1
Northern Natural Gas Co,2021,1,1,1,0,1,1,1
Northern Natural Gas Co,2022,1,2,1,1,1,1,1
Northern New England Housing Investment Fund,2015,1,1,1,1,1,1,1
Northern Oil and Gas Inc (NOG),2022,1,1,1,0,1,1,1
Northern Oil and Gas Inc (NOG),2023,2,1,2,0,1,1,1
Northern Pass Transmission LLC,2013,1,1,0,0,1,1,1
Northern Pass Transmission LLC,2017,4,2,0,0,4,4,4
Northern Star Generation LLC (NSG),2011,1,2,0,1,1,1,1
Northern Star Pogo LLC (formerly Sumitomo Metal Mining Pogo LLC),2018,1,1,0,1,1,1,1
Northern States Power Co (Minnesota),2011,3,2,0,3,3,3,3
Northern States Power Co (Minnesota),2012,6,2,0,6,6,6,6
Northern States Power Co (Minnesota),2013,5,2,4,3,5,5,5
Northern States Power Co (Minnesota),2014,1,2,0,1,1,1,1
Northern States Power Co (Minnesota),2015,1,1,1,0,1,1,1
Northern States Power Co (Minnesota),2022,1,2,1,1,1,1,1
Northern States Power Co (NSP-Wisconsin),2009,1,2,0,1,1,1,1
Northern States Power Co (NSP-Wisconsin),2010,1,2,0,1,1,1,1
Northern States Power Co (NSP-Wisconsin),2011,2,2,0,1,2,2,2
Northern States Power Co (NSP-Wisconsin),2012,1,2,0,1,1,1,1
Northern States Power Co (NSP-Wisconsin),2013,2,2,1,2,2,2,2
Northern States Power Co (NSP-Wisconsin),2022,1,2,1,1,1,1,1
Northern Tier Energy LLC,2011,1,1,0,1,1,1,1
Northern Trust Co; The,2012,1,2,0,0,1,1,1
Northern Trust Co; The,2015,1,2,0,1,1,1,1
Northern Trust Co; The,2018,1,1,1,1,1,1,1
Northern Trust Co; The,2019,1,2,0,1,1,1,1
Northern Trust Co; The,2022,2,1,0,1,2,2,2
Northern Trust Co; The,2023,1,1,1,0,1,1,1
Northern Trust Corp,2012,2,2,0,1,2,2,2
Northern Trust Corp,2013,2,2,0,0,2,2,2
Northern Trust Corp,2015,5,2,1,2,5,5,5
Northern Trust Corp,2016,2,2,0,1,2,2,2
Northern Trust Corp,2017,2,2,1,1,2,2,2
Northern Trust Corp,2018,3,2,1,2,3,3,3
Northern Trust Corp,2019,2,2,0,1,2,2,2
Northern Trust Corp,2020,2,3,2,1,2,2,2
Northern Trust Corp,2021,1,1,0,1,1,1,1
Northern Trust Corp,2022,5,2,2,3,5,5,5
Northern Trust Corp,2023,4,2,4,0,4,4,4
Northern Trust Investments NA,2018,1,1,1,1,1,1,1
Northern Trust Investments NA,2022,1,1,0,1,1,1,1
Northern Trust Investments NA,2023,1,1,1,0,1,1,1
Northern Utilities Inc,2022,1,2,1,1,1,1,1
Northern Virginia Transportation Authority (NVTA),2020,1,1,0,0,1,1,1
Northern White Sand LLC,2016,1,1,0,0,1,1,1
Northern Wire LLC,2011,1,1,0,1,1,1,1
NorthernStar Natural Gas Inc (NorthernStar),2008,1,1,0,0,1,1,1
NorthernStar Natural Gas Inc (NorthernStar),2009,1,1,0,0,1,1,1
NorthernStar Natural Gas Inc (NorthernStar),2010,3,1,0,1,3,2,2
Northport Production Co,2016,1,1,0,0,1,1,1
Northrop Grumman Corp (Northrop Grumman Systems Corp),2008,3,2,0,3,3,3,3
Northrop Grumman Corp (Northrop Grumman Systems Corp),2011,2,1,0,2,2,2,2
Northrop Grumman Corp (Northrop Grumman Systems Corp),2012,5,2,0,3,5,5,5
Northrop Grumman Corp (Northrop Grumman Systems Corp),2013,1,1,0,1,1,1,1
Northrop Grumman Corp (Northrop Grumman Systems Corp),2014,4,2,0,3,4,4,4
Northrop Grumman Corp (Northrop Grumman Systems Corp),2015,2,2,0,1,2,2,2
Northrop Grumman Corp (Northrop Grumman Systems Corp),2016,3,2,0,3,3,3,3
Northrop Grumman Corp (Northrop Grumman Systems Corp),2017,3,1,1,3,3,3,3
Northrop Grumman Corp (Northrop Grumman Systems Corp),2018,1,2,0,1,1,1,1
Northrop Grumman Corp (Northrop Grumman Systems Corp),2019,3,2,0,2,3,3,3
Northrop Grumman Corp (Northrop Grumman Systems Corp),2020,1,2,0,1,1,1,1
Northrop Grumman Corp (Northrop Grumman Systems Corp),2021,5,2,1,5,5,5,5
Northrop Grumman Corp (Northrop Grumman Systems Corp),2022,5,2,0,4,5,5,5
Northrop Grumman Corp (Northrop Grumman Systems Corp),2023,1,1,1,0,0,0,0
Northrop Grumman Innovation Systems Inc (formerly Alliant Techsystems Inc; Orbital ATK Inc),2008,1,2,0,1,1,1,1
Northrop Grumman Innovation Systems Inc (formerly Alliant Techsystems Inc; Orbital ATK Inc),2012,3,2,0,1,3,3,3
Northrop Grumman Innovation Systems Inc (formerly Alliant Techsystems Inc; Orbital ATK Inc),2013,2,1,0,1,2,2,2
Northrop Grumman Innovation Systems Inc (formerly Alliant Techsystems Inc; Orbital ATK Inc),2014,3,2,1,3,3,3,3
Northrop Grumman Innovation Systems Inc (formerly Alliant Techsystems Inc; Orbital ATK Inc),2015,2,2,0,0,2,2,2
Northrop Grumman Innovation Systems Inc (formerly Alliant Techsystems Inc; Orbital ATK Inc),2016,1,2,0,1,1,1,1
Northrop Grumman Innovation Systems Inc (formerly Alliant Techsystems Inc; Orbital ATK Inc),2017,1,1,1,1,1,1,1
Northrop Grumman Innovation Systems Inc (formerly Alliant Techsystems Inc; Orbital ATK Inc),2018,2,2,0,2,2,2,2
Northrop Grumman Innovation Systems Inc (formerly Alliant Techsystems Inc; Orbital ATK Inc),2019,1,2,0,1,1,1,1
Northrop Grumman Innovation Systems Inc (formerly Alliant Techsystems Inc; Orbital ATK Inc),2022,1,1,0,0,1,1,1
Northrop Grumman Space & Mission Systems Corp (formerly TRW Inc),2022,1,1,0,0,1,1,1
Northshore Mining Co,2012,2,2,0,2,2,2,2
Northshore Mining Co,2013,1,2,0,1,1,1,1
Northshore Mining Co,2018,1,1,0,1,1,1,1
Northshore Mining Co,2020,1,1,0,1,1,1,1
Northside Rock Products LLC,2018,1,1,0,1,1,1,1
Northside Rock Products LLC,2019,1,1,0,1,1,1,1
Northstar Aerospace Inc,2015,1,1,0,1,1,1,1
Northstar Disposal Well Services LLC,2012,1,1,0,0,1,1,1
Northstar Gas Co Inc,2017,1,1,0,1,1,1,1
Northstar Group Holdings LLC,2017,1,1,0,1,1,1,1
Northstar Group Services Inc,2017,1,2,0,1,1,1,1
NorthstarRx LLC,2015,1,2,0,1,1,1,1
NorthstarRx LLC,2016,1,2,0,1,1,1,1
Northwest Airlines Corp,2008,1,1,0,0,1,1,1
Northwest Airlines Corp,2020,1,1,0,1,1,1,1
Northwest Alabama GAS District,2022,1,2,1,1,1,1,1
Northwest Alloys Inc,2021,1,1,0,1,1,1,1
Northwest Cascade Inc,2017,1,1,0,1,1,1,1
Northwest Dairy Association,2014,1,1,0,0,0,0,0
Northwest Dairy Association,2016,1,1,0,1,1,1,1
Northwest Dairy Association,2018,1,1,0,1,1,1,1
Northwest Energetics Services LLC,2012,1,1,0,1,1,1,1
Northwest Hardwoods Inc,2017,1,2,0,0,1,1,1
Northwest Hardwoods Inc,2019,1,2,0,0,1,1,1
Northwest Innovation Works (NWIW) LLC,2014,1,1,0,1,1,1,1
Northwest Innovation Works (NWIW) LLC,2016,2,1,0,1,2,2,2
Northwest Innovation Works (NWIW) LLC,2017,5,2,3,2,5,5,5
Northwest Innovation Works (NWIW) LLC,2018,1,1,0,1,1,1,1
Northwest Innovation Works (NWIW) LLC,2019,2,2,1,0,2,2,2
Northwest Innovation Works (NWIW) LLC,2020,3,2,1,1,3,3,3
Northwest Innovation Works (NWIW) LLC,2021,2,2,2,0,2,2,2
Northwest Missouri Biofuels LLC,2015,1,2,0,0,1,1,1
Northwest Natural Gas Co (NW Natural; formerly Portland Gas & Coke),2008,3,1,0,0,3,3,3
Northwest Natural Gas Co (NW Natural; formerly Portland Gas & Coke),2009,1,1,0,0,1,1,1
Northwest Natural Gas Co (NW Natural; formerly Portland Gas & Coke),2010,4,1,0,0,4,3,3
Northwest Natural Gas Co (NW Natural; formerly Portland Gas & Coke),2011,1,1,0,0,1,1,1
Northwest Natural Gas Co (NW Natural; formerly Portland Gas & Coke),2017,1,1,0,1,1,1,1
Northwest Natural Gas Co (NW Natural; formerly Portland Gas & Coke),2018,2,1,0,2,2,2,2
Northwest Natural Gas Co (NW Natural; formerly Portland Gas & Coke),2019,1,1,0,1,1,1,1
Northwest Natural Gas Co (NW Natural; formerly Portland Gas & Coke),2022,1,2,1,1,1,1,1
Northwest Natural Gas Co (NW Natural; formerly Portland Gas & Coke),2023,1,1,1,0,0,0,0
Northwest Natural Holding Co,2018,1,1,0,1,1,1,1
Northwest Natural Holding Co,2019,1,1,0,1,1,1,1
Northwest Natural Holding Co,2022,1,2,1,1,1,1,1
Northwest Natural Holding Co,2023,1,1,1,0,0,0,0
Northwest Pipe Co,2017,1,1,0,1,1,1,1
Northwest Pipe Co,2018,1,1,0,1,1,1,1
Northwest Pipeline LLC (Northwest Pipeline),2022,1,2,1,1,1,1,1
Northwestern Meat Inc,2020,1,2,0,0,1,1,1
Northwestern Mutual Life Insurance Co; The (Northwestern Mutual),2012,1,2,0,0,1,1,1
Northwestern Mutual Life Insurance Co; The (Northwestern Mutual),2015,2,2,0,1,2,2,2
Northwestern Mutual Life Insurance Co; The (Northwestern Mutual),2020,1,2,1,0,1,1,1
Northwestern Mutual Life Insurance Co; The (Northwestern Mutual),2022,2,1,1,0,2,2,2
Northwestern University,2016,1,1,0,1,1,1,1
Northwestern University,2020,1,2,0,0,0,0,0
Northwestern University,2022,1,3,0,1,1,1,1
Northwood Energy Corp,2021,1,1,0,1,1,1,1
Northwoods Energy LLC,2021,1,1,1,0,1,1,1
Norton Lilly International Inc (NLI),2020,1,1,0,1,1,1,1
Norton Rose Fulbright US LLP,2021,1,1,0,0,1,1,1
Norwegian Cruise Line Holdings Ltd (NCL),2007,1,1,0,0,1,1,1
Norwegian Cruise Line Holdings Ltd (NCL),2008,1,1,0,0,1,1,1
Norwegian Cruise Line Holdings Ltd (NCL),2013,1,1,1,1,1,1,1
Norwegian Cruise Line Holdings Ltd (NCL),2014,2,2,0,1,2,2,2
Norwegian Cruise Line Holdings Ltd (NCL),2015,1,1,0,1,1,1,1
Norwegian Cruise Line Holdings Ltd (NCL),2017,1,1,0,1,1,1,1
Norwegian Cruise Line Holdings Ltd (NCL),2018,1,1,1,1,1,1,1
Norwegian Cruise Line Holdings Ltd (NCL),2019,3,2,0,3,3,3,3
Norwegian Cruise Line Holdings Ltd (NCL),2020,2,1,1,2,2,2,2
Norwegian Cruise Line Holdings Ltd (NCL),2022,4,1,3,3,4,4,4
Nouryon Chemicals LLC,2020,1,1,0,0,1,1,1
Nouryon Functional Chemicals LLC (formerly Akzo Nobel Functional Chemicals LLC),2019,1,1,0,1,1,1,1
Nova Chemicals Olefins LLC (formerly Williams Olefins LLC),2013,2,2,0,1,2,2,2
Nova Chemicals Olefins LLC (formerly Williams Olefins LLC),2018,1,1,0,1,1,1,1
Nova Chemicals Olefins LLC (formerly Williams Olefins LLC),2019,1,2,0,1,1,1,1
Nova Chemicals Olefins LLC (formerly Williams Olefins LLC),2020,1,1,0,1,1,1,1
Nova Chemicals Olefins LLC (formerly Williams Olefins LLC),2021,1,2,1,1,1,1,1
Novelis Alr Aluminum Holdings Corp (AHC1 Holding Co; formerly AHC1 Holding Co ; Aleris Corp; Aleris Holding Co ),2009,1,1,0,1,1,1,1
Novelis Alr Aluminum Holdings Corp (AHC1 Holding Co; formerly AHC1 Holding Co ; Aleris Corp; Aleris Holding Co ),2018,1,1,0,1,1,1,1
Novelis Inc,2012,1,1,0,1,1,1,1
Novelis Inc,2023,1,2,0,1,1,1,1
Novi Energy LLC,2021,1,1,0,0,1,1,1
Novick Chemical Co Inc,2018,1,1,0,1,1,1,1
Novo Nordisk A/S,2022,1,1,0,0,0,0,0
Novolex Holdings LLC (Novolex),2016,1,1,0,0,1,1,1
Novolex Holdings LLC (Novolex),2022,1,1,0,1,1,1,1
Novomer Inc,2021,1,1,0,1,1,1,1
Novozymes Biologicals Inc,2008,1,1,0,1,1,1,1
Novozymes Biologicals Inc,2010,1,1,0,1,1,1,1
Novus International Inc (Novus),2017,1,1,0,1,1,1,1
Novus International Inc (Novus),2021,1,2,0,1,1,1,1
Nu-West Industries Inc.,2008,1,2,0,1,1,1,1
NuCal Foods Inc,2008,1,1,0,0,0,0,0
NuScale Power Corp (formerly Spring Valley Acquisition Corp),2023,2,1,0,0,1,1,1
NuScale Power LLC (NuScale),2013,1,1,0,0,1,1,1
NuScale Power LLC (NuScale),2022,1,1,0,0,1,1,1
NuScale Power LLC (NuScale),2023,2,1,0,0,1,1,1
NuStar Energy LP (formerly Valero LP),2017,4,1,0,2,4,4,4
NuStar Energy LP (formerly Valero LP),2018,1,1,0,1,1,1,1
NuStar Energy LP (formerly Valero LP),2019,2,1,0,2,2,2,2
NuStar Terminal Services Inc,2012,1,2,0,1,1,1,1
NuView Life Sciences Inc,2018,1,1,0,0,1,1,1
NuWave LLC,2016,1,3,0,0,1,1,1
Nuance Investments LLC,2022,1,1,0,0,1,1,1
Nuclear Fuel Services Inc (NFS),2010,1,2,0,1,1,1,1
Nuclear Fuel Services Inc (NFS),2011,1,2,0,1,1,1,1
Nuclear Fuel Services Inc (NFS),2015,3,2,0,2,3,3,3
Nuclear Materials & Equipment Corp (NUMEC),2017,1,1,0,1,1,1,1
Nuclear Materials & Equipment Corp (NUMEC),2018,1,1,0,1,1,1,1
Nuclear Waste Partnership LLC (NWP),2014,3,2,0,1,3,3,3
Nuclear Waste Partnership LLC (NWP),2015,1,1,0,1,1,1,1
Nucor Corp (Nucor),2008,1,2,0,1,1,1,1
Nucor Corp (Nucor),2011,2,1,2,0,2,2,2
Nucor Corp (Nucor),2012,4,1,1,3,4,4,4
Nucor Corp (Nucor),2013,1,1,0,1,1,1,1
Nucor Corp (Nucor),2015,1,1,1,1,1,1,1
Nucor Corp (Nucor),2017,2,1,2,0,2,2,2
Nucor Corp (Nucor),2019,2,2,0,2,2,2,2
Nucor Corp (Nucor),2020,2,2,0,2,2,2,2
Nucor Corp (Nucor),2021,4,2,1,4,4,4,4
Nucor Corp (Nucor),2022,1,2,1,1,1,1,1
Nucor Harry US Holdings,2020,1,1,0,0,1,1,1
Nucor South America Corporation,2020,1,2,0,1,1,1,1
Nucor Steel Louisiana LLC,2019,1,1,0,1,1,1,1
Nucor Steel Louisiana LLC,2022,1,1,0,0,1,1,1
Nucor Steel Marion Inc,2012,1,1,0,1,1,1,1
Nucor Steel Seattle Inc,2015,1,1,1,1,1,1,1
Nugget Market Inc,2021,1,1,0,0,0,0,0
Nunez Transport,2014,1,1,0,1,1,1,1
Nuro Inc,2021,1,1,0,1,1,1,1
Nutanix Inc,2022,1,1,0,0,0,0,0
Nutrien Ag Solutions Inc (formerly Crop Production Services Inc; UAP Distribution Inc),2017,2,1,0,2,2,2,2
Nutrien Ag Solutions Inc (formerly Crop Production Services Inc; UAP Distribution Inc),2018,4,2,0,4,4,4,4
Nutrien Ag Solutions Inc (formerly Crop Production Services Inc; UAP Distribution Inc),2020,2,2,0,2,2,2,2
Nutrilicious Natural Bakery Inc,2008,1,2,0,0,1,1,1
Nutrition Resource LLC,2008,1,2,0,0,1,1,1
Nutro Co; The,2015,1,1,0,0,1,1,1
Nutter Corp,2018,1,2,0,0,1,1,1
Nutter Corp,2020,1,2,0,1,1,1,1
Nuveen Investments Inc,2012,1,2,0,0,1,1,1
Nuveen Investments Inc,2015,1,2,0,0,1,1,1
Nuveen Investments Inc,2022,1,1,0,0,1,1,1
Nuveen LLC (formerly TIAA Global Asset Management),2017,1,2,0,0,1,1,1
Nuveen LLC (formerly TIAA Global Asset Management),2019,1,2,1,0,1,1,1
Nuveen LLC (formerly TIAA Global Asset Management),2021,3,2,0,0,3,3,3
Nuveen LLC (formerly TIAA Global Asset Management),2022,1,1,1,0,1,1,1
Nuveen LLC (formerly TIAA Global Asset Management),2023,1,1,1,0,1,1,1
Nuveen Natural Capital,2023,1,2,0,1,1,1,1
Nuveen Real Estate,2020,1,1,0,0,1,1,1
Nvidia Corp,2019,1,1,0,1,1,1,1
Nvidia Corp,2023,1,1,1,0,1,1,1
Nyrstar Clarksville Inc,2018,1,1,0,1,1,1,1
O'Brien's Response Management Inc,2012,1,2,0,1,1,1,1
O'Meara LLC,2014,1,2,0,1,1,1,1
O'Reilly Automotive Inc,2014,1,1,0,0,1,1,1
O'Reilly Automotive Inc,2016,1,1,0,0,1,1,1
O'Reilly Automotive Inc,2019,1,1,0,0,1,1,1
O'Reilly Automotive Inc,2021,1,1,0,0,1,1,1
O'Reilly Automotive Stores Inc (O'Reilly Auto Parts),2016,1,1,0,0,1,1,1
O'neal Industries Inc,2019,1,2,0,1,1,1,1
O'neal Industries Inc,2021,1,2,1,1,1,1,1
O-AT-KA Milk Products Cooperative Inc,2014,1,1,0,1,1,1,1
O-I Glass Inc (formerly Owens-Illinois Inc; O-I),2010,1,1,0,0,1,1,1
O-I Glass Inc (formerly Owens-Illinois Inc; O-I),2012,1,1,0,0,1,1,1
O-I Glass Inc (formerly Owens-Illinois Inc; O-I),2015,3,2,0,1,3,3,3
O-I Glass Inc (formerly Owens-Illinois Inc; O-I),2017,1,1,0,1,1,1,1
O-I Glass Inc (formerly Owens-Illinois Inc; O-I),2019,2,2,0,2,2,2,2
O-I Glass Inc (formerly Owens-Illinois Inc; O-I),2020,3,2,0,2,3,3,3
O-I Glass Inc (formerly Owens-Illinois Inc; O-I),2021,5,2,0,5,5,5,5
O-I Glass Inc (formerly Owens-Illinois Inc; O-I),2022,3,2,1,2,3,3,3
O-I Glass Inc (formerly Owens-Illinois Inc; O-I),2023,1,2,1,1,1,1,1
OCI Beaumont LLC,2021,1,2,1,1,1,1,1
OCI Iowa Fertilizer Co,2014,2,2,1,2,2,2,2
OCI Iowa Fertilizer Co,2018,1,2,0,1,1,1,1
ODP Corp; The (formerly Office Depot Inc),2008,1,1,0,0,1,1,1
ODP Corp; The (formerly Office Depot Inc),2010,1,2,0,0,1,1,1
ODP Corp; The (formerly Office Depot Inc),2013,1,1,0,0,1,1,1
ODP Corp; The (formerly Office Depot Inc),2015,3,2,0,0,3,3,3
ODP Corp; The (formerly Office Depot Inc),2017,1,2,0,0,1,1,1
OF Mossberg & Sons Inc,2016,1,2,0,1,1,1,1
OFRS Inc,2020,1,2,0,1,1,1,1
OGE Energy Corp,2008,2,2,1,0,2,2,2
OGE Energy Corp,2012,1,2,0,1,1,1,1
OGE Energy Corp,2013,4,2,1,4,4,4,4
OGE Energy Corp,2014,1,1,0,1,1,1,1
OGE Energy Corp,2015,1,2,0,1,1,1,1
OGE Energy Corp,2016,2,2,0,2,2,2,2
OGE Energy Corp,2017,2,1,0,1,2,2,2
OGE Energy Corp,2018,1,1,0,1,1,1,1
OGE Energy Corp,2019,2,2,2,0,2,2,2
OGE Energy Corp,2021,1,2,1,1,1,1,1
OGE Energy Corp,2022,1,1,1,1,1,1,1
OGE Energy Corp,2023,1,1,1,1,0,0,0
OK Foods Inc,2016,1,1,0,1,1,1,1
OK Foods Inc,2017,1,2,0,1,1,1,1
OK Foods Inc,2018,1,2,0,1,1,1,1
OK Foods Inc,2021,1,2,0,0,0,0,0
OK Industries Inc,2016,1,1,0,1,1,1,1
OK Industries Inc,2020,2,1,0,1,2,2,2
OK Industries Inc,2021,1,1,0,1,1,1,1
OKO Group LLC,2021,1,1,0,1,1,1,1
OMCO Seabed Exploration LLC,2015,1,2,0,0,1,1,1
ON Semiconductor Corp,2013,1,1,0,1,1,1,1
ON Semiconductor Corp,2014,2,2,1,2,2,2,2
ON Semiconductor Corp,2015,1,1,0,1,1,1,1
ON Semiconductor Corp,2021,1,1,0,1,1,1,1
ONEOK Gas Transportation LLC,2022,1,2,1,1,1,1,1
ONEOK Inc,2015,1,2,1,0,1,1,1
ONEOK Inc,2019,2,2,1,2,2,2,2
ONEOK Inc,2022,2,2,2,2,2,2,2
ONEOK Inc,2023,2,1,1,0,1,1,1
OP-TECH Environmental Services Inc,2014,1,2,0,1,1,1,1
OP-TECH Environmental Services Inc,2015,1,1,0,1,1,1,1
ORB Exploration LLC,2016,1,1,0,1,1,1,1
ORG Chemical Holdings LLC,2019,1,1,0,1,1,1,1
ORX Resources Inc,2014,1,2,0,1,1,1,1
OSH 1 Liquidating Corp (formerly Orchard Supply Hardware Stores Corp),2013,1,1,0,0,1,1,1
OSI Group LLC (formerly OSI Industries Inc),2016,1,1,0,1,1,1,1
OSI Group LLC (formerly OSI Industries Inc),2018,3,2,0,0,1,1,1
OSI Group LLC (formerly OSI Industries Inc),2020,2,1,0,0,0,0,0
OSI Group LLC (formerly OSI Industries Inc),2021,2,2,0,1,1,1,1
OSI Industries LLC,2016,1,1,0,1,1,1,1
OSI Restaurant Partners LLC (Outback Steakhouse),2022,1,1,0,0,0,0,0
OWB Packers LLC,2022,1,1,0,0,0,0,0
