SP_ENTITY_NAME,SP_ENTITY_ID,SP_COMPANY_NAME,SP_COMPANY_STATUS,SP_COMPANY_TYPE,SPONSOR_BACKED_INFO,SP_COMPANY_NAME_CLEAN,reprisk_id,company_name,sectors,company_name_clean
"AdvantEdge Healthcare Solutions, Inc.",4341062,"AdvantEdge Healthcare Solutions, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Safeguard Scientifics, Inc. (OTCQX:SFES) (OTCQX : SFES);ORIX Growth Capital, LLC;Founders Equity Inc.]",advantedge healthcare solutions,1339144,Advantedge Healthcare Solutions INC,Health Care Equipment and Services,advantedge healthcare solutions
"Advent Software, Inc. (NASDAQGM:ADVS)",4090271,"Advent Software, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Institutional Venture Partners;TPG Capital, L.P.;Mayfield Fund, L.L.C.;SPO Advisory Corp.;BAMCO, Inc.;Iron Compass Investors]",advent software,10427,Advent Software Inc,Software and Computer Services,advent software
"Advisory Research, Inc.",4047885,"Advisory Research, Inc.",Operating Subsidiary,Private Company,"Pending or Current Sponsor-Backed [Charles & Potomac Capital, LLC]

Prior Sponsor-Backed [TA Associates Management, L.P.;TA Associates (UK), LLP]",advisory research,156931,Advisory Research Inc,Financial Services,advisory research
"AEA Investors, Inc.",4100213,"AEA Investors, Inc.",Operating,Private Company,Pending or Current Sponsor-Backed [Warburg Pincus LLC],aea investors,629241,AEA Investors LLC,Financial Services,aea investors
AEA QP Advisers Inc.,4119057,AEA QP Advisers Inc.,Out of Business,Private Company,Never Sponsor-Backed,aea qp advisers,2580455,AEA QP Advisers LLC,Financial Services,aea qp advisers
Aegis Security Insurance Company,11440,Aegis Security Insurance Company,Operating Subsidiary,Private Company,"Pending or Current Sponsor-Backed [DVSM, LP]",aegis security insurance,1287574,Aegis Security Insurance Co.,Financial Services,aegis security insurance
"Aequitas Capital Management, Inc.",4188546,"Aequitas Capital Management, Inc.",Out of Business,Private Company,Never Sponsor-Backed,aequitas capital management,192343,Aequitas Capital Management Inc,Financial Services,aequitas capital management
"Aero Financial, Inc.",4273193,"Aero Financial, Inc.",Operating,Private Company,Never Sponsor-Backed,aero financial,365014,Aero Financial Inc,Financial Services,aero financial
Aetna Inc. (NYSE:AET),4021017,Aetna Inc.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [T. Rowe Price Associates, Inc.;BlackRock, Inc. (NYSE:BLK) (NYSE : BLK)]",aetna,6367,Aetna Inc,Insurance,aetna
"Affinity Bancshares, Inc. (NASDAQCM:AFBI)",4872031,"Affinity Bancshares, Inc.",Operating,Public Company,Never Sponsor-Backed,affinity bancshares,2371673,Affinity Bancshares Inc,Financial Services,affinity bancshares
"Affinity Labs, Inc.",4191037,"Affinity Labs, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [TVL Management Corporation;Enhanced Capital Partners, LLC;Mayfield Fund, L.L.C.;Soda Rock Partners;VSP Capital;NFX Capital Management, LLC]",affinity labs,1483359,Affinity Labs Inc,Software and Computer Services,affinity labs
"Affinity Technology Group, Inc. (OTCPK:AFFI)",4073325,"Affinity Technology Group, Inc.",Operating,Private Company,Pending or Current Sponsor-Backed [CF Investment Company],affinity technology group,58990,Affinity Technology Group Inc,Technology Hardware and Equipment,affinity technology group
"Affinity VideoNet, Inc.",4346630,"Affinity VideoNet, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Main Street Capital Corporation (NYSE:MAIN) (NYSE : MAIN);Hercules Capital, Inc. (NYSE:HTGC) (NYSE : HTGC)]",affinity videonet,1053183,Affinity Videonet INC,Telecommunications,affinity videonet
"Affirm Holdings, Inc. (NASDAQGS:AFRM)",26472629,"Affirm Holdings, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [TruStage Ventures, LLC;Telesoft Partners;Emerson Collective Investments, LLC;Montauk Ventures;Spur Capital Partners, LLC;PrivatEquity.biz]

Prior Sponsor-Backed [Khosla Ventures, LLC;Summit Peak Investments, LLC]",affirm holdings,2225683,Affirm Holdings Inc,Software and Computer Services | Financial Services,affirm holdings
"Affirm, Inc.",4391357,"Affirm, Inc.",Operating Subsidiary,Private Company,"Pending or Current Sponsor-Backed [Wellington Management Company LLP;Moore Capital Management, LP;Baillie Gifford & Co Ltd.;Thrive Capital Management, LLC;Caffeinated Capital Management, LLC;Annox Capital;FJ Labs, Inc.;Durable Capital Partners, LP;Notable Capital;GIC Private Limited;Baillie Gifford & Co.;EB Exchange Funds, LLC;Hard Valuable Fun;Fidelity Management & Research Company LLC;Spark Capital Partners, LLC;Advantas Capital Ventures LLC;Battery Ventures L.P.;Lightspeed Ventures, LLC;The Founders Fund, LLC;Ribbit Management Company, LLC;Ben Jen Holdings SLLC]

Prior Sponsor-Backed [Khosla Ventures, LLC;Sound Ventures, LLC;NYCA Partners LLC;Granite Asia;Craft Ventures, LLC;Andreessen Horowitz LLC]",affirm,202868,Affirm Inc,Software and Computer Services | Financial Services,affirm
"Affirmative Insurance Holdings, Inc. (OTCPK:AFFM.Q)",4092084,"Affirmative Insurance Holdings, Inc.",Liquidating,Private Company,"Pending or Current Sponsor-Backed [New Affirmative, LLC;J.C. Flowers & Co. LLC]

Prior Sponsor-Backed [Capital Z Partners Management, LLC;Delaware Street Capital, L.L.C.;Red Mountain Capital Partners LLC]",affirmative insurance holdings,41286,Affirmative Insurance Holdings Inc,Insurance,affirmative insurance holdings
"AG Mortgage Investment Trust, Inc. (NYSE:MITT)",4281583,"AG Mortgage Investment Trust, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Terra Capital Partners, LLC;AG Funds L P]",ag mortgage investment trust,93537,AG Mortgage Investment Trust Inc,Financial Services,ag mortgage investment trust
"AgCountry Farm Credit Services, ACA",6679150,"AgCountry Farm Credit Services, ACA",Operating,Private Company,Never Sponsor-Backed,agcountry farm credit services aca,2437900,AgCountry Farm Credit Services ACA,Financial Services,agcountry farm credit services aca
Agent Media Corporation,4155436,Agent Media Corporation,Acquired,Private Company,"Prior Sponsor-Backed [Patriot Capital Funding, Inc. (NASDAQGM:PCAP) (NASDAQGM : PCAP);Post Capital Partners LLC]",agent media corporation,1067723,Agent Media Corporation,Support Services (Industrial Goods and Services),agent media corporation
Agility Capital (OTCPK:ABD),105401,Agility Capital,Operating,Private Company,Never Sponsor-Backed,agility capital,100340,Agility Capital Inc,Financial Services,agility capital
"Aicent, Inc.",4305464,"Aicent, Inc.",Operating,Private Company,"Prior Sponsor-Backed [TA Associates (UK), LLP]",aicent,156942,Aicent Inc,Telecommunications,aicent
"Air Products and Chemicals, Inc. (NYSE:APD)",4014726,"Air Products and Chemicals, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Pershing Square Capital Management, L.P.;Mantle Ridge LP]",air products and chemicals,6350,Air Products and Chemicals Inc,Oil and Gas | Alternative Energy,air products and chemicals
"Airbrite, Inc.",5273381,"Airbrite, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [SV Angel;Elementum Ventures, LLC;Y Combinator Management, LLC;General Catalyst Group Management, LLC;CAA Ventures]",airbrite,1366129,Airbrite Inc.,Software and Computer Services,airbrite
Aircastle Limited (NYSE:AYR),4136000,Aircastle Limited,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [The Vanguard Group, Inc.;Dimensional Fund Advisors LP;Teachers' Private Capital;Ontario Teachers' Pension Plan Board;2020 Ventures, LLC;LSV Asset Management;BlackRock, Inc. (NYSE:BLK) (NYSE : BLK);Fortress Investment Group LLC (NYSE:FIG) (NYSE : FIG)]",aircastle,10298,Aircastle Ltd,Aerospace and Defense,aircastle
"AirLogix, Inc.",4103935,"AirLogix, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Humana Venture Capital;Cross Atlantic Partners, Inc.]",airlogix,1343649,Airlogix,Health Care Equipment and Services,airlogix
"Airtrax, Inc. (OTCPK:AITX)",4104411,"Airtrax, Inc.",Out of Business,Private Company,"Prior Sponsor-Backed [Lerner Enterprises, LLC;Harborview Advisors LLC;Whalehaven Capital Fund Limited;Iroquois Capital Management, LLC;Meadowbrook Capital Management, LLC;Nite Capital Management, LLC;DKR Capital Inc.;Alpha Capital Anstalt;Stonestreet Limited Partnership;Excalibur Capital Management Inc.]",airtrax,58906,Airtrax Inc,Industrial Engineering,airtrax
"Akamai Technologies, Inc. (NASDAQGS:AKAM)",4186103,"Akamai Technologies, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Spark Capital Partners, LLC;SixThirty Ventures, LLC;BOLDstart Ventures Management LLC]

Prior Sponsor-Backed [Industry Ventures, L.L.C.;Baker Capital Corp.;Mayfield Fund, L.L.C.;PSINet Ventures;Shelter Capital Partners;PTK Capital;TCW Investment Management Company LLC;Elliott Management Corporation;GIV Venture Partners;Cisco Investments;Battery Ventures L.P.;Integral Capital Partners;Institutional Venture Partners;WestBridge Ventures;Cervin Ventures;Polaris Growth Management, L.L.C.]",akamai technologies,8174,Akamai Technologies Inc,Software and Computer Services,akamai technologies
AKQA Inc.,4152865,AKQA Inc.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Francisco Partners Management, L.P.;H-FARM S.p.A. (BIT:FARM) (BIT : FARM);General Atlantic Service Company, L.P.;Accenture Technology Ventures;CIBC Capital Partners;The Preserve Capital Group]",akqa,1030888,Akqa Inc,Support Services (Industrial Goods and Services),akqa
"Alamosa Holdings, Inc. (NASDAQGM:ALMO)",4136852,"Alamosa Holdings, Inc.",Operating,Private Company,Prior Sponsor-Backed [Rosewood Private Investments],alamosa holdings,86122,Alamosa Holdings Inc,Telecommunications,alamosa holdings
"Alanco Technologies, Inc. (OTCPK:ALAN)",4280925,"Alanco Technologies, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [WS Ventures Management, L.P.;Hudson Bay Capital Management LP;Rhino Capital Inc.]

Prior Sponsor-Backed [Downsview Capital, Inc.;Whalehaven Capital Fund Limited;Iroquois Capital Management, LLC;Seaside 88, LLC;Omicron Capital, L.P.;Vertical Ventures, LLC;Comvest Advisors, LLC]",alanco technologies,48189,Alanco Technologies Inc,Technology Hardware and Equipment,alanco technologies
"Alaska Communications Systems Group, Inc. (NASDAQGM:ALSK)",4104068,"Alaska Communications Systems Group, Inc.",Operating Subsidiary,Private Company,"Pending or Current Sponsor-Backed [Freedom 3 Capital, LLC]

Prior Sponsor-Backed [Fox Paine & Company, L.L.C.;Tar Holdings Llc;22NW, LP]",alaska communications systems group,12847,Alaska Communications Systems Group Inc,Telecommunications,alaska communications systems group
"Alaska Pacific Bancshares, Inc. (NASDAQGM:AKPB)",4047138,"Alaska Pacific Bancshares, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Palisade Capital Management, LP;Alaska Pacific Bancshares, Inc., ESOP]",alaska pacific bancshares,52607,Alaska Pacific Bancshares Inc,Banks,alaska pacific bancshares
Albina Community Bancorp (OTCPK:ACBC.Q),1024752,Albina Community Bancorp,Operating,Private Company,Never Sponsor-Backed,albina community bancorp,54967,Albina Community Bancorp,Banks,albina community bancorp
"Albridge Solutions, Inc.",4186815,"Albridge Solutions, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Allianz of America, Inc.;Charterhouse Strategic Partners LLC;Axiom Venture Partners, L.P.;BV Investment Partners, L.P.;Desai Capital Management, Inc., Prior to change in line of business;Post Capital Partners LLC;Hudson Venture Partners, L.P.]",albridge solutions,1242984,Albridge Solutions Inc,Financial Services,albridge solutions
"Alco Services, Inc.",4190879,"Alco Services, Inc.",Operating,Private Company,Never Sponsor-Backed,alco services,1398669,Alco Services Inc.,Automobiles and Parts,alco services
"Alderwoods Group, LLC (NASDAQGM:AWGI)",4091777,"Alderwoods Group, LLC",Operating Subsidiary,Private Company,Prior Sponsor-Backed [Allied Capital Corporation (NYSE:ALD) (NYSE : ALD);GSC Group Inc.],alderwoods group,269123,Alderwoods Group LLC,Retail,alderwoods group
Alegion Inc.,5281879,Alegion Inc.,Operating,Private Company,Never Sponsor-Backed,alegion,1359189,Alegion INC,Software and Computer Services,alegion
"Alere Medical, Inc.",4339737,"Alere Medical, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Firemark Investments;EuclidSR Partners;Flagship Pioneering, Inc;Skywood Ventures;Cutlass Capital, LLC;Westech Investment Advisors, LLC;WindRose Health Investors, LLC;Nevada Ventures, LP;SR One Capital Management, LP;Institutional Venture Partners;TA Associates Management, L.P.;Band of Angels]",alere medical,1306769,Alere Medical Inc,Health Care Equipment and Services,alere medical
"Aleri, Inc.",4206300,"Aleri, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Portage Venture Partners;Knickerbocker, LLC;Early Stage Enterprises, LP;Gold-Zack AG (DB:GOZ2) (DB : GOZ2);Greenfield Capital Partners B.V.;Split Rock Partners, LLC;Allegra Partners;St. Paul Venture Capital, Inc.]",aleri,1361474,Aleri INC,Software and Computer Services,aleri
"Alexander's, Inc. (NYSE:ALX)",107230,"Alexander's, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Lionbridge Asset Management, LLC]

Prior Sponsor-Backed [Keystone Group LP]",alexanders,7615,Alexander's Inc,Financial Services,alexanders
"Alexandria Real Estate Equities, Inc. (NYSE:ARE)",111908,"Alexandria Real Estate Equities, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [The Vanguard Group, Inc.]",alexandria real estate equities,7632,Alexandria Real Estate Equities Inc,Financial Services,alexandria real estate equities
"ALG, Inc.",4146752,"ALG, Inc.",Operating Subsidiary,Private Company,Prior Sponsor-Backed [JPMC Strategic Investments I Corporation],alg,1047363,ALG Inc,Support Services (Industrial Goods and Services),alg
"Alger Associates, Inc.",4065701,"Alger Associates, Inc.",Operating,Private Company,Never Sponsor-Backed,alger associates,361489,Alger Associates Inc,Financial Services,alger associates
"Algiers Bancorp, Inc. (OTCPK:ALGC)",102682,"Algiers Bancorp, Inc.",Out of Business,Private Company,Never Sponsor-Backed,algiers bancorp,86471,Algiers Bancorp Inc,Banks | Financial Services,algiers bancorp
"Algorithmic, Inc",4439292,"Algorithmic, Inc",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Runa Capital Advisors Limited;Club Italia Investimenti 2 SPA;Lend Academy Investments, LLC]",algorithmic,1360699,Algorithmic INC,Software and Computer Services,algorithmic
"Alianza, Inc.",4225256,"Alianza, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [University Venture Fund;Realization Capital Partners Management, LLC;Grayhawk Capital, LLC;Utah Angels;Peninsula Ventures;Signal Peak Ventures;Kickstart Seed Fund;Frazier Group]

Prior Sponsor-Backed [vSpring Capital]",alianza,1355494,Alianza,Software and Computer Services,alianza
"Alibris, Inc. (NASDAQGM:ALBR)",4252033,"Alibris, Inc.",Operating,Private Company,"Prior Sponsor-Backed [Bedrock Capital Partners;Kohlberg Ventures LLC;Aberdare Ventures;Lightspeed Ventures, LLC;Lighthouse Capital Partners;@Ventures]",alibris,1478534,Alibris INC,Software and Computer Services,alibris
"Alice.com, Inc.",4293443,"Alice.com, Inc.",Reorganizing,Private Company,"Pending or Current Sponsor-Backed [Kegonsa Capital Partners, LLC;DaneVest Capital LLC;Key Capital Investment Management Limited]

Prior Sponsor-Backed [Digital Assets Deployment, S.L.;On-Line Ventures, Inc]",alicecom,1476129,Alicecom INC,Software and Computer Services,alicecom
"A-Life Medical, Inc.",4272242,"A-Life Medical, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Sorrento Associates, Inc.;Callier Interests;Southeastern Technology Fund;Jemison Investment Company;Eastside Partners]",alife medical,1328929,A-Life Medical INC,Health Care Equipment and Services,alife medical
"Alignment Healthcare, Inc. (NASDAQGS:ALHC)",27851507,"Alignment Healthcare, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Warburg Pincus LLC;Oxeon Investments LLC;Ascension Ventures, LLC;General Atlantic Service Company, L.P.;Fidelity Investments]

Prior Sponsor-Backed [T. Rowe Price Associates, Inc.;Durable Capital Partners, LP;CR Group L.P.;Fidelity Management & Research Company LLC;Ascend Capital Partners Manager LP]",alignment healthcare,1334269,Alignment Healthcare Inc,Health Care Equipment and Services | Software and Computer Services,alignment healthcare
"Alinea Invest, Inc.",27702426,"Alinea Invest, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Y Combinator Management, LLC;DragonCapital.vc;Super Capital VC;GREE VR Capital, LLC;Work Life Ventures;Kima Ventures SAS;Foundersx Ventures, Llc;VentureSouq Management Limited;Goodwater Capital, LLC;B5 Capital;Gaingels Truework LLC;F7 Ventures]",alinea invest,2524597,Alinea Invest Inc,Software and Computer Services,alinea invest
